"Insample","time","variable","j0","V1","V2","V3","V4","V5","V6"
1,6,2,4.24510494022867e-05,-0.168938389303578,-0.719096609697325,-0.448350060515409,-0.0614629448128044,1.27390722993031,-1.6061920999474
1,6,3,0.0163774504888317,0,-0.990389172111334,-0.024997679514004,0,0,0
1,6,4,0.00492947913826938,0,-7.99370425642238e-05,0,-0.956245113079667,0,0
1,6,5,0.015654559724943,0,0.156999874919744,-0.0213000266677677,0,0.0297515600248508,-0.860822128505317
1,6,6,-0.00690894842475093,0,0.184615165366769,0,0.249946940893944,-1.17626266667481,0.472813986379115
1,7,1,-0.00336503941436742,-0.314610297677376,0,0.275626366931589,-0.879994381579289,0,0
1,7,2,0.000642977602052869,0,-0.883373170804754,0,-2.28658737721821e-17,0,0
1,7,3,0.0239419369457584,-0.148884449648121,-0.524237395314083,-0.178235142842389,0,0.115735577875749,0.0106202350528117
1,7,4,0.004465726026952,0,-0.415405556937732,0,-0.631839726923586,0,0
1,7,5,-0.00147619303356211,0,0,0,0,-0.821961988707718,-0.174556582753153
1,7,6,-1.44382097405638e-05,0,0.0432715010624342,0,0.0202199032726156,-0.384115933100665,-0.568625473749039
1,8,1,-0.0214785632130749,-0.0663901950923098,0,0,-0.789446726707803,0,0
1,8,2,-0.00284027609696941,-0.169173092002903,-0.565283072411992,-0.627968389772429,-0.0950292323963754,1.24295999049844,-1.64700932992331
1,8,3,0.0161959493439079,0.103773863958495,-1.02147754622773,0.0660341480655927,0,0,0.120743240754901
1,8,4,0.000877806440773593,0,-2.57063396791642e-05,0,-0.887389971629136,0,0
1,8,5,0.0101038404223591,-0.210657957400499,0.0989607039987737,-0.264386504277007,0.17297207667954,1.16260558609255,-2.21833692248294
1,8,6,-0.00439171044886055,0,0.177604744566513,0,0.23189009295962,-1.25097857700338,0.537562329608471
1,9,1,-0.00653842387351658,-0.363968623563466,0,0,-0.680742075900984,0,0
1,9,2,-0.00393027749838112,0.100192013634896,-0.83067849067581,0,-0.140984965870755,0.18319509626882,0.043653083266624
1,9,3,0.0136920884070202,-0.0696284724409027,-0.736954665687835,-0.0237906222157434,0,0.16810141566383,0
1,9,4,0.00606480549117205,0,-0.37206825689311,0,-0.620700096121653,0,0
1,9,5,-0.00278358722497091,-0.0149999622134665,-0.0140411569407051,0,0,-0.736585059359691,-0.265562177386076
1,9,6,0.00019542861528854,0,0.0491861615153062,0,0.0296855661058602,-0.382242961712633,-0.564394796285572
1,10,1,-0.019870047758346,-0.0315565646182138,0,0,-0.845566157301273,0,0
1,10,2,0.00144364678626216,-0.15427843156531,-0.625788805350011,-0.578826047049131,-0.066927353828048,1.17891572777813,-1.53104246059621
1,10,3,0.0174762791045332,0,-1.03092607593422,0.0163099852091764,0,0,0
1,10,4,0.00345307983219692,-3.13194549050005e-17,0,0,-0.940114364681316,0,0
1,10,5,0.0146644881512349,-0.126586946952954,0.137227532274664,-0.179134049555198,0.112275118364289,0.728175300627119,-1.67348715970158
1,10,6,-0.00638584504790168,0,0.177763184400637,0.00416542764236959,0.234057068418991,-1.22173077829011,0.506965998314876
1,11,1,-0.00225685163126915,-0.308430884763744,0,0.270594691115579,-0.842585654024904,0,0
1,11,2,-0.000645056128238786,0,-1.00519772492107,0,0,0,0
1,11,3,0.0251579920502107,-0.112290032192602,-0.568602335183753,-0.17935070275776,0,0.106931220659742,0
1,11,4,0.00339847917839145,0,-0.43952072764398,0,-0.641700875844888,0,0
1,11,5,-0.00146611748848258,0,0,0,0,-0.813676298406228,-0.18418909363311
1,11,6,-0.000255418518874562,0,0.0823223060967372,-0.0332419736234352,0.0417695897184259,-0.405575138923733,-0.528830425145906
1,12,1,-0.0194599845789374,-0.104078840730674,0,0,-0.75379484514497,0,0
1,12,2,-0.00512904652181656,0.021296400998588,-0.655180677460858,-0.0594636751457914,-0.0406968142492352,0.072093740961452,0
1,12,3,0.0157786322897479,0,-0.931549103017816,-0.0900506395842174,0,0,0
1,12,4,0.000476910164010635,-8.19878983031548e-05,0,0,-0.886509986782283,0,0
1,12,5,0.00902262225796513,-0.231065877173355,0.0994146481811521,-0.246406766935863,0.165500316980834,1.15630709892303,-2.22236380166825
1,12,6,-0.00401617149307437,0,0.180724278861069,0,0.231441444408135,-1.24674387359185,0.534625788393181
1,13,1,0.00055963792633229,-0.317976607224299,0,0,-0.610045230398866,0,0
1,13,2,0.00352803798136388,0.98392002384524,-1.36396015668843,0.945070185856731,-0.864524863564319,-0.960098593822517,1.26230707176115
1,13,3,0.0257084077266041,-0.131069080367643,-0.42731144885387,-0.20452564030752,0,0.133328996126094,0.0234443436985418
1,13,4,-0.00321286451446384,-0.106548642998339,-0.319198245593498,0,-0.554671954360508,0,0.126220767713372
1,13,5,-0.00417277010704964,0,-0.00337537022886729,0,0,-0.756455387981604,-0.219039138337132
1,13,6,9.60363412240151e-05,0,0.0539265409949431,0,0.0240195471491423,-0.388581077910721,-0.556134042731156
1,14,1,-0.0201096927131549,-0.113211847813913,0,0,-0.800826383992171,0,0
1,14,2,-0.00324858245002937,-0.165945432257786,-0.583608314027638,-0.581405501962672,-0.0873150245175711,1.24326800731974,-1.6227899815991
1,14,3,0.0118348655999499,0.107464801643833,-1.05683161147016,0.139508197435765,-0.0262336744201746,0,0.130952036785553
1,14,4,0.00685268394809527,0,-3.03226367153945e-05,0,-0.973368567717423,0,0
1,14,5,0.0223752528445248,0,0.183174769320011,-0.0628077382904553,0.0346848313194638,0.175439452716741,-0.945416390059088
1,14,6,-0.00745850883535165,0,0.17262424073884,0.0128756249116768,0.234822211806295,-1.21932189298632,0.500643487947291
1,15,1,-0.00279730100588993,-0.362837787252239,0,0,-0.602041070397002,0,0
1,15,2,-0.00234651308629782,0,-0.977429036912266,0,-0.040171307303199,0.0237381795018938,0
1,15,3,0.0247888502159312,0,-0.764841247509879,-0.163438818186837,0,0,0
1,15,4,0.00307130789882923,0,-0.369316507983096,0,-0.653798452131423,0,0
1,15,5,0.000284048508501861,-0.0318838204566286,-0.0166281203511973,0,-0.0304147845380689,-0.775539668249397,-0.283996806544074
1,15,6,0.000747474364327205,0,0.0417338538544095,0,0.0092404030347133,-0.392428170334265,-0.572247423859919
1,16,1,-0.0170559641785973,-0.0158249836904712,0,0,-0.842478497455903,0,0
1,16,2,0.00126275031789144,-0.132990006695563,-0.74158243135196,-0.334921735371453,-0.148687079683575,1.11340362046047,-1.41556836053844
1,16,3,0.0154882331706007,0,-0.982410369029016,-0.0322216272742732,0,0,0
1,16,4,0.000136199851923841,-3.9145839106873e-17,0,0,-0.908151877399218,0,0
1,16,5,0.00797113857887366,-0.224558733548487,0.101369448589894,-0.230289354258353,0.117901540966022,1.06388605999271,-2.16252582247099
1,16,6,-0.00449108044056135,0,0.179865910015216,0,0.24425191650607,-1.23592471209298,0.530288709774534
1,17,1,-0.0011303339019926,-0.346541994622242,0,0,-0.608512143888685,0,0
1,17,2,0.00250120281377089,0,-0.844065954101414,0,0,0,0
1,17,3,0.0234547145718907,-0.125662176891106,-0.498930675159529,-0.179556124517508,0.0174411362181223,0.136386298455994,0.0068899602609169
1,17,4,0.000307120512691411,0,-0.347834947678879,0,-0.698134475573284,0,0
1,17,5,-0.0050384807191638,0.0370587249773527,0,0,0,-0.800301215375368,-0.142576151386626
1,17,6,5.47865121367508e-05,0,0.0529113048593496,0,0.0275466910798454,-0.385111255619893,-0.558146298994794
1,18,1,-0.0186162156120397,-0.0580174245120002,0,0,-0.800852726017312,0,0
1,18,2,-0.00129314749422679,-0.000914976371089587,-0.497697041360336,-0.47423765019493,-0.24273799493607,0.697701192070973,-0.947961006385815
1,18,3,0.0149641578344516,0,-1.02560160710349,0.00667677381768932,0,0,0
1,18,4,-0.000415684870338898,-1.44163535285098e-05,0,0,-0.892064027653875,0,0
1,18,5,0.0243062442160406,0.178068511818426,0.270319915198872,0,0,-0.578273678377061,0
1,18,6,-0.0066658603679306,0,0.171767899318073,0,0.23437436498157,-1.21164855598332,0.489427890076529
1,19,1,-0.00303801044229748,-0.301929587790841,0,0.299605855122927,-0.89003239509599,0,0
1,19,2,-0.00350775582980054,0,-1.04340338563689,0.161846905159888,-0.0668362449932187,0.0506861932502353,0.0245919102676449
1,19,3,0.0228748819709862,0,-0.840402421379713,-0.109803329840789,0,0,0
1,19,4,0.00489173346510924,-0.173616038637462,-0.310425889586003,-0.12702352018434,-0.488084225118569,0,0
1,19,5,0.00055197385413594,0,0,0,-0.0378121929259178,-0.837927421205412,-0.201873486596624
1,19,6,-0.000391071172363311,0,0.0863785146155059,-0.0375797107050294,0.0504811155877416,-0.406524873574585,-0.518873944650848
1,20,1,-0.0233456347578875,-0.0421986983662089,0,0,-0.781946566661854,0,0
1,20,2,-0.00406367609092823,0,-0.202370911141535,-0.612019284169269,-0.126719685435517,0,-0.0538622899050979
1,20,3,0.0135641862002015,0.0883398278609977,-1.04029589823932,0.106529356094453,-0.010649361533611,0,0.118405053132864
1,20,4,0.0215951769925797,0,-0.0746814835157496,0,-1.21858503514338,0,0
1,20,5,0.00733965973576495,-0.226913735046478,0.0971131317085066,-0.233611916861654,0.162224340009806,1.12985428589364,-2.20160248956897
1,20,6,-0.00376934758699454,0,0.178582063981921,0,0.229925771779608,-1.24016693779863,0.527532152622714
1,21,1,0.00690025069034586,-0.382677844726232,0,0,-0.547377820462654,0,0
1,21,2,0.000811746439565039,0.834338475797912,-1.199325658612,0.881902055775081,-0.713039154088824,0.351439058625818,0.347920442207817
1,21,3,0.0138902296622884,-0.0706539827930499,-0.734529014630334,-0.0443727482292894,0,0.118560653865638,0
1,21,4,-0.00892135471575389,-0.146401687443796,-0.184279404273073,0,-0.47331589277917,0,0.336830908933196
1,21,5,-0.00518281937072837,0.017681487326362,0,0,0,-0.789264645754568,-0.16266002574509
1,21,6,-0.000607821938759467,0,0.0647852297629658,0,0.0517196992174927,-0.394198152772699,-0.521204602901167
1,22,1,-0.0223343916694161,-0.0213463149898785,0,0,-0.835477239782128,0,0
1,22,2,0.00537236554817614,-0.0222218770045992,-0.580673537967292,-0.247402590083998,-0.0537058902345481,0.108484991082357,0.00414374448637595
1,22,3,0.0105610433126566,0.13081898313348,-1.08079241190184,0.204252608379229,-0.0767247215631179,0.00325828068289978,0.134921418363456
1,22,4,0.0055370780197195,-8.45749714875173e-05,0,0,-0.957954201794098,0,0
1,22,5,0.0295853855707103,0.0792679517299053,0.163999849969906,0,0.0213664449610586,-0.638700232772866,0
1,22,6,-0.00842132586390193,0,0.183570652815795,0,0.243833763880723,-1.06680374993253,0.355359515507306
1,23,1,-0.00325113540597266,-0.333873199266728,0,0.278998129580771,-0.857729240317354,0,0
1,23,2,-0.00640057836953059,0,-1.21564089911025,0,0,0,0
1,23,3,0.0237737623165477,0,-0.83765195167998,-0.112039810834052,0,0,0
1,23,4,0.00256563492606515,-0.36203942218487,0,-0.439926963306585,-0.305212663226848,0,0
1,23,5,0.00244688276056454,0,0.0117313760835547,0,-0.0503587193377861,-0.88854712950933,-0.171992215955554
1,23,6,-0.000894148834053643,-0.00323631543316024,0.11269339903332,-0.060475223806972,0.0682337391783945,-0.418744732002973,-0.493663306331806
1,24,1,-0.021487408800672,0.0321251968875282,0,0,-0.830628806441326,0,0
1,24,2,-0.0111542517867991,0,-0.614413602794746,0,-0.0964953068941869,0,0
1,24,3,0.0144346111106947,0.0410185108974983,-0.916932840937974,-0.144737290664818,0,0,0
1,24,4,0.0252038097424481,-0.0222861245604803,-0.026739785180406,0,-1.33171692967112,0,0.0206767145387885
1,24,5,0.000383876610126177,-0.0766144772460323,0.0584177686654404,0,0,0.544521595195509,-1.56853111109106
1,24,6,-0.00368875342363251,0,0.184133288098185,0,0.235967407682031,-1.26242004098073,0.561255420485862
1,25,1,0.00383568922394981,-0.260662263507321,0,0,-0.63086556941343,0,0
1,25,2,-0.00490800268853121,0.92801565922784,-1.37216454151863,1.12243498982204,-1.10706078967268,-1.00406759420505,1.30942815825355
1,25,3,0.023210080451377,-0.156650203811973,-0.443451197054376,-0.17280044108374,0.0154231817254969,0.15907896820447,0
1,25,4,-0.00602373757869062,-0.233942678258226,0,0,-0.616794381884353,0,0.233966146151275
1,25,5,-0.00524902790045226,0.0171217727187848,-0.00048304428876032,0,0,-0.778324493910189,-0.173294289338028
1,25,6,-0.000547347864183534,0,0.0610209730764966,0,0.0428622807799816,-0.381852826744603,-0.539278742264767
1,26,1,-0.0184938870641614,-0.20546872246933,0,0,-0.732259529611914,0,0
1,26,2,0.00394862066672263,-0.152531887034345,-0.598413375314106,-0.189580656768805,0,0.0486509256950352,0.044214347253263
1,26,3,0.00909904132743922,0.167520940168445,-1.10093172849242,0.23489233433663,-0.123044268425788,0,0.114334970710923
1,26,4,0.00422681415055934,0,-1.79378148601367e-05,0,-0.934552036384939,0,0
1,26,5,0.0309752444849924,0.0933574287309898,0.191990784778868,0,0.0314502483887921,-0.576013719471031,-0.0187957622300157
1,26,6,-0.00859721438576511,0,0.179615599758866,0,0.239606375601497,-1.15191497375419,0.431771965397337
1,27,1,-0.00121988887184535,-0.337099468877608,0,0.244102381936441,-0.811957049462724,0,0
1,27,2,-0.00265614267226487,0,-1.22235617930349,0,0,0,0
1,27,3,0.0227349505734523,0,-0.859146224433981,-0.0810003671452467,0,0,0
1,27,4,-0.00524951770311369,-0.169706971794364,-0.322113266347564,0,-0.584895747279065,0,0.0611525412119688
1,27,5,0.00216844760522045,0.00673629636217501,0.0105416382949799,0,-0.0683270130558827,-0.909039008115249,-0.154967365177356
1,27,6,-0.000778260426583355,-0.0403556921971776,0.120318070052555,-0.0800248524811025,0.0878253965070157,-0.372968444729476,-0.561518543443434
1,28,1,-0.0152602952623266,0.0205583784470918,0,0,-0.825278374515358,0,0
1,28,2,-0.0057571202142384,0,-0.624129493501769,0,-0.0878741830674076,0.0180683394773291,0.0305966564384808
1,28,3,0.0132869627738026,0,-0.959877423175904,-0.0692928181284928,0,0,0
1,28,4,0.00424342146331746,-8.80806832707851e-05,0,0,-0.933934984512416,0,0
1,28,5,0.00286619244850356,-0.266745163818287,0.0404452797329854,-0.217362663736918,0.103495675090507,1.00035616958827,-2.19564628956231
1,28,6,-0.00303125378648378,0.020287505923233,0.210251482785892,0,0.245360329414916,-1.26250221545811,0.593026867567957
1,29,1,0.000561753062727099,-0.244598878961186,0,0,-0.703299419071508,0,0
1,29,2,0.00987290695635264,0.611100319886415,-1.46935431111797,1.23331198868602,-0.968741482623591,-0.513259425670431,0.60687971189146
1,29,3,0.0175518293378475,-0.142578675452117,-0.461564623495727,-0.164642216619014,0.0349871507189137,0.190202151490749,0.0380833520091938
1,29,4,-0.00597536105314778,0,-0.447133149445846,0,-0.722726792947935,0,0
1,29,5,-0.00505754909125761,0.0384872210404147,0.00259630908003126,0,0,-0.812231605078439,-0.123338558436633
1,29,6,-0.00102820745066007,-0.0439678646563011,0.0417690827023844,0,0.0663942100822783,-0.283906651005926,-0.656592506606348
1,30,1,-0.0175013024378753,-0.22499895697434,0,0,-0.72397885902447,0,0
1,30,2,0.0131417296747793,-0.491347076071095,-0.5856233934904,-0.078868711621129,0,0,0
1,30,3,0.00829420884938448,0.17226130356597,-1.06393393782754,0.226013839597653,-0.0955029054124936,0.0443257128209667,0.133684213102497
1,30,4,-0.00266099275316678,-0.187413834936452,0,0,-0.698894149039652,0,0
1,30,5,0.0280891854600731,0.0934271140908805,0.183795186279209,0,0,-0.634923456853724,-0.00984563424548223
1,30,6,-0.00671219976722359,0,0.206873104500211,0,0.269145715043837,-1.190860306215,0.529325195661424
1,31,1,-0.00114916756052522,-0.278852808226943,0,0.291630179156873,-0.895567675599813,0,0
1,31,2,-0.00991093891332238,-0.0763604808540055,-1.45665910574898,0.154309128158695,-0.0737307138913323,0,0
1,31,3,0.0196116557088273,0,-0.920162917147366,0.111537794788015,0,0.152380558360246,0
1,31,4,0.00457607306742172,-0.333754279417206,-0.461729447223184,-0.314573157671846,0.0306832780209831,0,0
1,31,5,0.00212721723412587,0.0356994963104425,0.0386573266224985,-0.0207469679306428,-0.061735758294564,-0.960986476048642,-0.08440037645253
1,31,6,-2.34967105420258e-05,0,0.0439071184673538,0,0.0427877554023973,-0.385408769327136,-0.545528197477374
1,32,1,-0.0157369128049878,-0.0218903120539194,0,0,-0.739099849536385,0,0
1,32,2,-0.00685431325689384,0,-0.626024771798715,-0.131303691464465,-0.038369329867508,0.0653337322503494,0
1,32,3,0.0161083111161995,0.0928919169168635,-1.02232728419648,0.0773364412729506,-0.0303067563547822,0,0.0995913060512546
1,32,4,0.00522735966917379,-0.129281653894707,-0.508444777276834,0,-0.637302568862249,0,0
1,32,5,0.00402169263245172,-0.224321839097522,0.0854384472998986,-0.201133911308057,0.159892827339339,1.02810873321326,-2.11060085916175
1,32,6,-0.00314096392543201,0,0.173370723936925,0,0.203071952446932,-1.16075912870252,0.421181245862914
1,33,1,0.0122197563428642,-0.159260336451381,0,0,-0.722525972154037,0,0
1,33,2,-0.000982509410180493,0.989457172686796,-0.929302786718882,0.786585464974499,-1.01243911422308,-1.38018256785433,1.8152170226912
1,33,3,0.0198807290168315,-0.074073363162893,-0.497427869668605,-0.177987389477776,0,0.192548624451156,0.0163204490663295
1,33,4,-0.00245783768634596,-0.0548235578049865,0,0,-0.581564864742259,0,0.423181440316696
1,33,5,-0.00525290800185049,0.0224167785990345,0,0,0,-0.786857923146985,-0.157439973796634
1,33,6,-0.000186127472244252,0,0.0584586284307884,0,0.0511281727454059,-0.339818702014605,-0.5704853637358
1,34,1,-0.00640876524146552,-0.202924488728655,0,0,-0.729107148011577,0,0
1,34,2,-0.00337197592405593,0,-0.581836503778752,-0.0933294171137388,-0.077755891515936,0.0630673660580557,0.00275049233211549
1,34,3,0.0147362533581298,0.0666019062631359,-0.786295804346129,-0.31086081462238,0,0,0
1,34,4,-0.0113116669422233,0,0,2.18659066358291e-17,-0.767910372429409,0,0
1,34,5,0.0217856604254971,0,0.096754542948665,0,0,-0.757716923116952,0
1,34,6,-0.00598649613563237,0.0671132411729841,0.15079888786433,0.0639494234325556,0.212575822982057,-1.06651048943595,0.407560632549
1,35,1,0.00377341756684663,-0.0895598715695825,0,0.117544783000458,-0.73558775625161,0,0.200789194799542
1,35,2,-0.00223768229440974,1.18145014175943,-1.83187598869047,1.49866807505842,-1.18063341108546,-1.49214988723065,1.78477975514972
1,35,3,0.0111526015550367,-0.0562736418416348,-0.794054398733807,0.0878691211917568,0,0.213299677926878,0
1,35,4,0.0021685929637279,-0.469085822462904,0,-0.905039425525758,0.196534510570336,0,0
1,35,5,0.00158275312138786,0.0114810051351737,0.0137619872858761,0,-0.0578320062006074,-0.888496622159854,-0.166169494157972
1,35,6,-0.000359378057098625,0,0.0491292379762318,0,0,-0.359271949164161,-0.618550484494912
1,36,1,-0.0210116301598624,-0.215051829655186,0,0,-0.707622740068084,0,0
1,36,2,-0.00122435880901575,-1.15727767542355,-0.524650733024258,-0.346491273055187,0.978023658996376,0,0.14511311622935
1,36,3,0.0114232759523028,0.0829947894310518,-0.997259825137239,0.136107085475586,-0.0541234124463933,0.0906086137055789,0
1,36,4,0.00287432389803231,-0.0197963203946039,-0.0673826377780771,0,-1.01229890723808,0,0
1,36,5,0.00170070368408348,-0.150715469461454,0.196993824193344,-0.198117042442378,0.000163249043671759,0.63402221666677,-1.72444264021782
1,36,6,-0.00135893575874124,0,0.133178659927033,0.0333499798203696,0.259823262243437,-1.10280033124004,0.411772579633139
1,37,1,0.00293313861612901,-0.341729569456522,0,0.255336862707279,-0.82543366606944,0,0
1,37,2,-0.00652393352909954,0,-0.581538544573243,-0.0355426347549576,-0.0435991449383201,0.00486112856735112,0.0409242879041701
1,37,3,0.01137705032498,0,-0.905780969264726,-0.0985314021684672,0,0,0
1,37,4,0.00592741113816556,0,-0.31559881841539,0,-0.690092432428109,0,0
1,37,5,-0.000959317265843751,-0.0453414039697733,0.0203147801939036,0,0,-0.719714143685034,-0.289516504590989
1,37,6,-0.00113218556889558,0,0.0688777905641846,0,0.0646940163333925,-0.390790591632869,-0.50597566185389
1,38,1,-0.00641996458025006,0.0177148794907512,0,0,-0.769798939807946,0,0
1,38,2,0.0364726241785023,0,0.0968281226007489,0,-0.22186150307306,0,0
1,38,3,0.0105720505196077,-0.101776705890878,-0.74894397625158,0.0128377082702688,0,0.159276164669521,0
1,38,4,0.00111071614321957,0,0,0,-0.776333559279158,0,1.44764060776339e-09
1,38,5,0.0206030453524859,0,0.0455319048241212,0.0294503781043963,0,-0.771557863301703,0
1,38,6,-0.00558785470358522,0,0.21439724838497,-0.0915879989857227,0.282665587059178,-0.961115826879878,0.228129812584857
1,39,1,-0.0102568604278727,-0.222787252551028,0,0,-0.721133134495402,0,0
1,39,2,0.0128245921257578,-0.441009795788106,-1.6273747592975,0,0.462910544367027,0.279162674707878,0
1,39,3,0.00710689934342066,0,-0.994151896025826,0.00766125095142448,0,0,0
1,39,4,0.00151069779691466,-0.252180661443485,-0.464610475115594,0,-0.68200203129377,0,0
1,39,5,0.00211901806408643,0,0.030962404486989,0,-0.0411005152570767,-0.922099201831672,-0.130424738245934
1,39,6,-0.00386409226564516,-0.0765441304312227,0.0655631059895574,-0.0186848029621189,0.0928489446970649,-0.299938442949255,-0.642365123563965
1,40,1,-0.00227829072773858,-0.217205666851503,0,0,-0.723854182079236,0,0
1,40,2,0.00610303789314751,0,-1.19983199783126,6.4929637215402e-17,0,0,0
1,40,3,0.0130893728700572,0,-0.972588481239214,0.0352585223201053,0,0,0
1,40,4,0.00653301689002649,-0.162929149313602,-0.517069687754313,-0.0212456448048608,-0.820466246865569,0,0.0743377804589706
1,40,5,0.00371346530629639,0,0.0629525415848196,0,-0.0312706726474938,-0.91461352136004,0
1,40,6,-0.00259247749431951,-0.0507187812293309,0.114307704746612,0,0.189075633324508,-0.498632541099298,-0.338042141691265
1,41,1,-0.00227681257587948,-0.103145967704722,0,0,-0.692814932288496,0,0
1,41,2,-0.00674079470288561,0,-0.614106861096519,-0.0662993719101267,-0.100048568448786,0,0
1,41,3,0.0119046444416839,0.131267295146489,-0.940207739604639,0.028945654700702,0,0,0.1720293666666
1,41,4,0.00456782146345414,-0.226243357430314,-0.613106273159483,0,-0.872090892946083,0,0
1,41,5,0.00147356026408134,0,0.0175431016331477,0.0267652675158825,-0.0277464480366632,-0.906328444300726,-0.132720936689984
1,41,6,0.000542423348186424,-0.0281849906723598,0.116361067533792,0,0.111708435090061,-0.362662919535983,-0.482210690376668
1,42,1,0.00873187018946242,-0.352955498040142,0,0,-0.473067593159905,0,0
1,42,2,0.0311359992150777,0.28094609559486,-0.297472270827701,0.145864530802706,0,0.370888686878523,0
1,42,3,0.0109913752516346,-0.165044438836677,-0.653527754179119,-0.072913693027319,0.0947636475303821,0.213776672669161,0
1,42,4,-0.0036126975839374,-0.302109724526453,-0.34608440268375,0,-0.589779103598758,0,0
1,42,5,0.001524476927505,0,0.0341580275910316,0.0683367000818018,-0.0722226641063382,-0.896736857149313,-0.0264588476682405
1,42,6,-0.00331636044173796,0,0.156464709688251,-0.0325572024335468,0.188175185766472,-0.579023402718892,-0.209511380903017
1,43,1,-0.0150957628900285,-0.0469530624398885,0,0,-0.824417704937218,0,0
1,43,2,-0.00145186450324267,0,-0.456966522240493,-0.312241565375436,0,0.095993448663178,0
1,43,3,0.0076313248515138,0,-1.03592965370606,0.0314831716379861,0,0,0
1,43,4,-0.00624501531492674,-0.288415400621478,0,0,-0.490973086339887,0,0
1,43,5,0.00117890392865326,0,0.0302818437397077,0.0100872818203329,0,-0.967606089676191,-0.0615228750833538
1,43,6,-0.00531532144859741,-0.0709888938692118,0.0396575816472088,0,0.0819929708708724,-0.32641721739266,-0.606270045701703
1,44,1,0.00824216714572865,-0.252370818735978,0,0.179390898011282,-0.823095095468971,0,0
1,44,2,0.0343389416325119,0.315714727906678,-0.275055526477614,0,-0.36345147892819,0,-0.0298142917720716
1,44,3,0.0175145946245849,0,-0.652094989216282,0.00086715981134396,0,0.271523128092852,0
1,44,4,-0.00184797892430199,-0.238529168146012,-0.273495242022557,-0.431813271523334,-0.345330803432308,0,0
1,44,5,0.00088478964774652,-0.0594129497904518,-0.0479975092755656,0.0821935902333012,-0.189867281575013,-0.290529880740282,-0.825109011422776
1,44,6,-0.00684500572102441,0,0.123181321371582,0,0.124996853916371,-0.442571594644976,-0.383542269736292
1,45,1,-0.0126254706945805,-0.179385684574064,0,0,-0.714745125268446,0,0
1,45,2,-0.0065847261617206,-1.09279422596572,-1.46305348564233,0,0.485322506474227,0,-0.398022181760192
