"variable","theta","alpha","lambda","mse","msesd","nonzero","rho"
1,0,0.5,1,0.647719111260932,0.793377650181335,1,0.595596179257401
1,0,0.5,0.610540229658533,0.59421891817423,0.748448843211835,2,0.637088964705065
1,0,0.5,0.372759372031494,0.452900260051605,0.603303230792666,2.06382978723404,0.74295336140306
1,0,0.5,0.227584592607479,0.373995294989191,0.515375971113051,2.19148936170213,0.795291874111279
1,0,0.5,0.138949549437314,0.331555562581246,0.462352571926087,2.19148936170213,0.82000078195185
1,0,0.5,0.0848342898244071,0.313349492805171,0.434140741847618,2.14893617021277,0.829632497814123
1,0,0.5,0.0517947467923121,0.308583460268401,0.420930785087638,2.72340425531915,0.83175567406571
1,0,0.5,0.0316227766016838,0.322595981356591,0.437885640949187,3.29787234042553,0.823156595238047
1,0,0.5,0.0193069772888325,0.345082103107671,0.46469972119715,4.85106382978723,0.81005479975452
1,0,0.5,0.0117876863479359,0.356984433694496,0.486901307161164,5.85106382978723,0.803535007185605
1,0,0.5,0.00719685673001152,0.354266161068595,0.489207786063942,5.97872340425532,0.805603590003166
1,0,0.5,0.00439397056076079,0.351655548399837,0.487857953467902,5.97872340425532,0.807507322000327
1,0,0.5,0.00268269579527972,0.350656180681674,0.487743457159012,6,0.808389025537542
1,0,0.5,0.00163789370695406,0.350481348697838,0.488529152866551,6,0.808709207622491
1,0,0.5,0.000999999999999999,0.350515472817355,0.489158097357418,6,0.808839600008279
1,0.005,0.5,1,0.647166729309395,0.79299420862275,1,0.596054580216299
1,0.005,0.5,0.610540229658533,0.594691078697262,0.749055260286813,2,0.636732531678033
1,0.005,0.5,0.372759372031494,0.45308291418007,0.603540022610876,2.06382978723404,0.742805079909723
1,0.005,0.5,0.227584592607479,0.374010427822552,0.515480350642226,2.21276595744681,0.795276520411886
1,0.005,0.5,0.138949549437314,0.331440757310024,0.462345311395602,2.19148936170213,0.820072795057446
1,0.005,0.5,0.0848342898244071,0.313193263740704,0.434084614149237,2.14893617021277,0.829728476667891
1,0.005,0.5,0.0517947467923121,0.308426692261535,0.420858502101804,2.72340425531915,0.831849898571993
1,0.005,0.5,0.0316227766016838,0.322292353919902,0.43764129310627,3.25531914893617,0.823336899550789
1,0.005,0.5,0.0193069772888325,0.344768687706355,0.464402355239105,4.85106382978723,0.810241161160747
1,0.005,0.5,0.0117876863479359,0.356637993749584,0.486718089304815,5.85106382978723,0.803737961829511
1,0.005,0.5,0.00719685673001152,0.35395262980032,0.489226727878213,5.97872340425532,0.805785972040579
1,0.005,0.5,0.00439397056076079,0.351336488363181,0.487858675848127,5.97872340425532,0.807692407464563
