"variable","theta","alpha","lambda","mse","msesd","nonzero","rho"
1,1.5,0.3,0.227584592607479,0.372025214268971,0.529598477292403,2.78723404255319,0.795556815247954
1,1.5,0.3,0.138949549437314,0.325711613522276,0.476880755018462,2.91489361702128,0.824490126277182
1,1.5,0.3,0.0848342898244071,0.300368035106908,0.445284320537024,3,0.838764378742442
1,1.5,0.3,0.0517947467923121,0.287852503549262,0.427215419381504,3.17021276595745,0.845031595738335
1,1.5,0.3,0.0316227766016838,0.284678251245547,0.432568173565533,3.51063829787234,0.846260630047372
1,1.5,0.3,0.0193069772888325,0.288379523116678,0.457352401957254,4.59574468085106,0.844005559979952
1,1.5,0.3,0.0117876863479359,0.290999354213721,0.482198255227809,5.34042553191489,0.84264269814065
1,1.5,0.3,0.00719685673001152,0.291145789275031,0.498567704585123,5.72340425531915,0.842780474938002
1,1.5,0.3,0.00439397056076079,0.292244248770449,0.510117458145491,5.72340425531915,0.842406155758965
1,1.5,0.3,0.00268269579527972,0.293914742327749,0.51791782570937,5.80851063829787,0.841701318046057
1,1.5,0.3,0.00163789370695406,0.295785027078898,0.523765507416224,5.82978723404255,0.840856816262185
1,1.5,0.3,0.000999999999999999,0.297425234864714,0.527731606899932,5.8936170212766,0.840097237628682
1,2,0.3,1,0.517299854144882,0.690626238260433,1,0.695272811594226
1,2,0.3,0.610540229658533,0.517299854144882,0.690626238260433,1,0.695272811594226
1,2,0.3,0.372759372031494,0.463309372244622,0.637895931548214,2.17021276595745,0.732987036049346
1,2,0.3,0.227584592607479,0.380192557424486,0.546413917800939,2.68085106382979,0.790341793446946
1,2,0.3,0.138949549437314,0.32905354861938,0.489101753106187,2.93617021276596,0.823133645359261
1,2,0.3,0.0848342898244071,0.298884788313887,0.454857332309883,3.06382978723404,0.84059429318796
1,2,0.3,0.0517947467923121,0.283556111183493,0.435720907100715,3.23404255319149,0.848506017912038
1,2,0.3,0.0316227766016838,0.279656641159373,0.446162282585613,3.65957446808511,0.849893651771369
1,2,0.3,0.0193069772888325,0.28215198302411,0.470786883392269,4.36170212765957,0.848174249364282
1,2,0.3,0.0117876863479359,0.28591464617292,0.496667171934758,5,0.846093969014102
1,2,0.3,0.00719685673001152,0.285533510155589,0.517766206482994,5.38297872340426,0.846586024539149
1,2,0.3,0.00439397056076079,0.28694132840995,0.531957461662605,5.61702127659574,0.845997819359867
1,2,0.3,0.00268269579527972,0.289324379736073,0.542860329287213,5.80851063829787,0.844887913752593
1,2,0.3,0.00163789370695406,0.291517870978862,0.550488837924052,5.93617021276596,0.843881959404419
1,2,0.3,0.000999999999999999,0.293193482927481,0.556031302828665,5.97872340425532,0.843127961810533
1,3,0.3,1,0.469568442219604,0.654179909674192,1,0.729108387719902
1,3,0.3,0.610540229658533,0.469568442219604,0.654179909674192,1,0.729108387719902
1,3,0.3,0.372759372031494,0.463970351112333,0.653643047692464,1.36170212765957,0.733002351601272
1,3,0.3,0.227584592607479,0.39753893756453,0.581540497255084,2.53191489361702,0.779040920513975
1,3,0.3,0.138949549437314,0.336357414562714,0.515435027629146,2.95744680851064,0.819773530934526
1,3,0.3,0.0848342898244071,0.301610892486942,0.477114563768741,3.1063829787234,0.840627837965314
1,3,0.3,0.0517947467923121,0.284003131612203,0.460200241386274,3.31914893617021,0.850034308035152
1,3,0.3,0.0316227766016838,0.279947569848176,0.482899356901526,3.78723404255319,0.85147656317825
1,3,0.3,0.0193069772888325,0.281633612997282,0.515257955310635,4.04255319148936,0.849887001976459
1,3,0.3,0.0117876863479359,0.282213199267174,0.540656028195002,4.78723404255319,0.849495370376874
1,3,0.3,0.00719685673001152,0.285360164521528,0.563797296970743,5.36170212765957,0.847917423277854
1,3,0.3,0.00439397056076079,0.284101142204245,0.582759287728431,5.65957446808511,0.84899060144979
1,3,0.3,0.00268269579527972,0.284979498171874,0.59728220785569,5.85106382978723,0.848773992008149
1,3,0.3,0.00163789370695406,0.287562776350303,0.610758281396525,5.93617021276596,0.847609301684788
1,3,0.3,0.000999999999999999,0.290647326981432,0.624605159528717,5.97872340425532,0.846172082985017
1,4,0.3,1,0.426770661607748,0.633806094499999,1,0.76036694272118
1,4,0.3,0.610540229658533,0.426770661607748,0.633806094499999,1,0.76036694272118
1,4,0.3,0.372759372031494,0.42681436612244,0.633819657204557,1.02127659574468,0.760338714188123
1,4,0.3,0.227584592607479,0.401669252204437,0.609964664271499,2.08510638297872,0.777124589900581
1,4,0.3,0.138949549437314,0.346769557588662,0.544663237250228,2.80851063829787,0.813855391308288
1,4,0.3,0.0848342898244071,0.308402720331867,0.501066611233887,3.23404255319149,0.837582613597614
1,4,0.3,0.0517947467923121,0.290677267233429,0.488809533168856,3.21276595744681,0.847305817631524
1,4,0.3,0.0316227766016838,0.286792503220599,0.516647705481949,3.74468085106383,0.848704408940726
1,4,0.3,0.0193069772888325,0.289500039501212,0.558595771047879,3.95744680851064,0.846664353425683
1,4,0.3,0.0117876863479359,0.288490388453348,0.58588643167753,4.5531914893617,0.847020628241634
1,4,0.3,0.00719685673001152,0.284249820715241,0.609112977553157,5.04255319148936,0.849723062175882
1,4,0.3,0.00439397056076079,0.286498728770912,0.630526535087312,5.46808510638298,0.848890174949788
1,4,0.3,0.00268269579527972,0.285836627741876,0.648475704062258,5.82978723404255,0.849684082285302
1,4,0.3,0.00163789370695406,0.286046330794524,0.667643295427843,5.95744680851064,0.850006212669213
1,4,0.3,0.000999999999999999,0.288407679914344,0.68484753556593,5.91489361702128,0.849020427515475
1,6,0.3,1,0.37683630243903,0.622547367219298,1,0.798027231831685
1,6,0.3,0.610540229658533,0.37683630243903,0.622547367219298,1,0.798027231831685
1,6,0.3,0.372759372031494,0.37683630243903,0.622547367219298,1,0.798027231831685
1,6,0.3,0.227584592607479,0.38066703233005,0.626080368755129,1.21276595744681,0.795522451271251
1,6,0.3,0.138949549437314,0.356405242703031,0.59930312828327,2,0.809877498558573
1,6,0.3,0.0848342898244071,0.324924728015318,0.553288197479332,2.85106382978723,0.828674563699361
1,6,0.3,0.0517947467923121,0.305528303787762,0.540940606782263,3.31914893617021,0.839818651396651
1,6,0.3,0.0316227766016838,0.304397582544457,0.578821966094217,3.63829787234043,0.840030382456341
1,6,0.3,0.0193069772888325,0.312717239491519,0.636487000273945,3.95744680851064,0.83476242459365
1,6,0.3,0.0117876863479359,0.310121750431472,0.662234430949736,4.40425531914894,0.836046513819704
1,6,0.3,0.00719685673001152,0.303796164758834,0.681274084551012,4.85106382978723,0.839778380964001
1,6,0.3,0.00439397056076079,0.294153443107296,0.693758386184778,5.04255319148936,0.84587924202091
1,6,0.3,0.00268269579527972,0.284262497872335,0.70584986672899,5.17021276595745,0.852001099531098
1,6,0.3,0.00163789370695406,0.281330236548905,0.72146270351128,5.5531914893617,0.854259755989858
1,6,0.3,0.000999999999999999,0.282301831459085,0.745483581261814,5.70212765957447,0.854198388148625
1,8,0.3,1,0.363194779434888,0.630026833184406,1,0.807440738460581
1,8,0.3,0.610540229658533,0.363194779434888,0.630026833184406,1,0.807440738460581
1,8,0.3,0.372759372031494,0.363194779434888,0.630026833184406,1,0.807440738460581
1,8,0.3,0.227584592607479,0.365975829506513,0.631528347504192,1.04255319148936,0.805843542657467
1,8,0.3,0.138949549437314,0.366152657114137,0.640904075452563,1.48936170212766,0.805554388918948
1,8,0.3,0.0848342898244071,0.343683234049053,0.610494735433457,2.19148936170213,0.818504036555219
1,8,0.3,0.0517947467923121,0.322432804789414,0.580941351657527,2.93617021276596,0.830720493995299
1,8,0.3,0.0316227766016838,0.323345266080718,0.628735989189538,3.40425531914894,0.82982418552969
1,8,0.3,0.0193069772888325,0.332820901256508,0.69442685883676,3.74468085106383,0.824531414792544
1,8,0.3,0.0117876863479359,0.343519893972675,0.758863872149287,4.12765957446809,0.818366384849565
1,8,0.3,0.00719685673001152,0.334626990997938,0.756720965308585,4.5531914893617,0.82321970766477
1,8,0.3,0.00439397056076079,0.323046320456168,0.758686580540909,4.95744680851064,0.829959660011116
1,8,0.3,0.00268269579527972,0.312791097196655,0.767687838327987,5.17021276595745,0.836025628075503
1,8,0.3,0.00163789370695406,0.300785055949814,0.778777400427323,5.23404255319149,0.843446453719576
1,8,0.3,0.000999999999999999,0.288079563593607,0.78848763395616,5.46808510638298,0.851357692602093
1,0,0.4,1,0.647719111260932,0.793377650181335,1,0.595596179257401
1,0,0.4,0.610540229658533,0.537889261628082,0.690210275127696,2.04255319148936,0.680275822234197
1,0,0.4,0.372759372031494,0.43565145240534,0.582647615526485,2.8936170212766,0.754638011532452
1,0,0.4,0.227584592607479,0.370339489681244,0.507412253011131,2.97872340425532,0.796854999458948
1,0,0.4,0.138949549437314,0.33426170043551,0.461148227375368,2.91489361702128,0.817889775786472
1,0,0.4,0.0848342898244071,0.317173960746526,0.435317035853736,2.53191489361702,0.827124021903009
1,0,0.4,0.0517947467923121,0.311599557308281,0.425175030765717,2.97872340425532,0.829867211796633
1,0,0.4,0.0316227766016838,0.330490846070179,0.446559164208688,3.93617021276596,0.81844509682852
1,0,0.4,0.0193069772888325,0.349437295629212,0.472588698720802,5,0.807512721202574
1,0,0.4,0.0117876863479359,0.355735484700027,0.487473483418105,5.93617021276596,0.804311221388511
1,0,0.4,0.00719685673001152,0.352595120366416,0.48762220158076,5.97872340425532,0.806601366612793
1,0,0.4,0.00439397056076079,0.350879903716067,0.48724410204658,5.97872340425532,0.807976919918126
1,0,0.4,0.00268269579527972,0.350350605987869,0.487746221548847,6,0.808579744427543
1,0,0.4,0.00163789370695406,0.35038490967715,0.488753277664224,6,0.808773077649365
1,0,0.4,0.000999999999999999,0.350510448813833,0.489387290771272,6,0.808847233794845
1,0.005,0.4,1,0.647166729309395,0.79299420862275,1,0.596054580216299
1,0.005,0.4,0.610540229658533,0.538110991556648,0.690531417867787,2.04255319148936,0.680095344633935
1,0.005,0.4,0.372759372031494,0.435747755688862,0.582812454134967,2.8936170212766,0.754555232280882
1,0.005,0.4,0.227584592607479,0.370326768814176,0.507485607964348,2.97872340425532,0.796859230984515
1,0.005,0.4,0.138949549437314,0.33416201092062,0.461145940021488,2.91489361702128,0.817952191348071
1,0.005,0.4,0.0848342898244071,0.316997541261364,0.435253470462405,2.53191489361702,0.827232651876836
1,0.005,0.4,0.0517947467923121,0.31144123483388,0.425020929181146,2.97872340425532,0.829962883963855
1,0.005,0.4,0.0316227766016838,0.330180872339238,0.446300474766219,3.93617021276596,0.818629784931843
1,0.005,0.4,0.0193069772888325,0.349116875656242,0.472312959505995,5.02127659574468,0.807701634169163
1,0.005,0.4,0.0117876863479359,0.355413300543124,0.487396135110317,5.93617021276596,0.804499271106292
1,0.005,0.4,0.00719685673001152,0.352282753341897,0.487621659306049,5.97872340425532,0.806782801936538
1,0.005,0.4,0.00439397056076079,0.35056981238032,0.487238631978411,5.97872340425532,0.808156989544508
1,0.005,0.4,0.00268269579527972,0.350046861764377,0.487757225390305,6,0.808755853068091
1,0.005,0.4,0.00163789370695406,0.350084135227319,0.488762026961236,6,0.808947339848333
1,0.005,0.4,0.000999999999999999,0.350212852111913,0.489394684752025,6,0.80902020284075
1,0.01,0.4,1,0.646616796110461,0.792612279720402,1,0.596510656276683
1,0.01,0.4,0.610540229658533,0.538333426168665,0.690853477209428,2.04255319148936,0.679914595841208
1,0.01,0.4,0.372759372031494,0.435845033746518,0.582978074391137,2.8936170212766,0.754471818851427
1,0.01,0.4,0.227584592607479,0.370314787065745,0.507559714716417,2.97872340425532,0.796862986060173
1,0.01,0.4,0.138949549437314,0.334062753724451,0.461144384413381,2.91489361702128,0.818014348120273
1,0.01,0.4,0.0848342898244071,0.316823583948214,0.435193491818557,2.53191489361702,0.827339748906268
1,0.01,0.4,0.0517947467923121,0.311272895697863,0.424864888170904,2.95744680851064,0.830064709146713
1,0.01,0.4,0.0316227766016838,0.329870767252166,0.446048983105965,3.93617021276596,0.818814487465777
1,0.01,0.4,0.0193069772888325,0.34879524882773,0.472039197123664,5.02127659574468,0.807891134751623
1,0.01,0.4,0.0117876863479359,0.35510222715147,0.487334363429814,5.93617021276596,0.804680757583721
1,0.01,0.4,0.00719685673001152,0.351968040680947,0.487619895521609,5.97872340425532,0.806965430957238
1,0.01,0.4,0.00439397056076079,0.350258315821485,0.48723485419832,5.97872340425532,0.808337560792112
1,0.01,0.4,0.00268269579527972,0.349730841993823,0.487718206205433,6,0.808939051175229
1,0.01,0.4,0.00163789370695406,0.349785058758838,0.48877205045287,6,0.809121179239639
1,0.01,0.4,0.000999999999999999,0.349913843515471,0.489403191803065,6,0.809193913623294
1,0.05,0.4,1,0.64230350721882,0.789609922360702,1,0.600077666147156
1,0.05,0.4,0.610540229658533,0.540343622549311,0.693684778567121,2.02127659574468,0.678305038741375
1,0.05,0.4,0.372759372031494,0.436657556846995,0.584332260791061,2.8936170212766,0.753781538810959
1,0.05,0.4,0.227584592607479,0.370287294993836,0.508233105533423,3,0.796848223049223
1,0.05,0.4,0.138949549437314,0.333295087406017,0.4611646322669,2.93617021276596,0.818495566116703
1,0.05,0.4,0.0848342898244071,0.315527380377758,0.434740551115328,2.4468085106383,0.828137451268262
1,0.05,0.4,0.0517947467923121,0.309971826628098,0.423658339612134,2.95744680851064,0.830851032583923
1,0.05,0.4,0.0316227766016838,0.327401257391812,0.444054957184576,3.8936170212766,0.820285576709035
1,0.05,0.4,0.0193069772888325,0.346249186096364,0.469877872986582,5,0.809395153188122
1,0.05,0.4,0.0117876863479359,0.352609983602158,0.486777153576291,5.93617021276596,0.806136986313662
1,0.05,0.4,0.00719685673001152,0.349553168633946,0.48771480790449,5.97872340425532,0.808367850993824
1,0.05,0.4,0.00439397056076079,0.347828237417631,0.487270450056988,6,0.809746351963257
1,0.05,0.4,0.00268269579527972,0.347409104812461,0.488119862100892,6,0.810283900598978
1,0.05,0.4,0.00163789370695406,0.34742939009601,0.488909142598729,6,0.810487622532232
1,0.05,0.4,0.000999999999999999,0.347574732722333,0.489509408918905,6,0.810551704698049
1,0.1,0.4,1,0.637118228557603,0.785983293663459,1,0.604342002448096
1,0.1,0.4,0.610540229658533,0.543344442152696,0.697736556771037,2,0.675943303494037
1,0.1,0.4,0.372759372031494,0.437572176406996,0.586145327404844,2.63829787234043,0.752987299273303
1,0.1,0.4,0.227584592607479,0.370305829108011,0.509131954181772,3,0.796794977481545
1,0.1,0.4,0.138949549437314,0.332355732204377,0.461316316267158,2.72340425531915,0.819078433308211
1,0.1,0.4,0.0848342898244071,0.313994229667132,0.434255645956807,2.46808510638298,0.829079856746675
